IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2020,true,,,,,,,,,,,,,43,,,,,,43,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2020,true,,,,,,,,,,,,,44,,,,,,44,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,KEN,Kenya,Year,2020,true,,,,,,,,,,,,,44,,,,,,44,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,TGO,Togo,Year,2020,true,,,,,,,,,,,,,45,,,,,,45,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,SWZ,Eswatini,Year,2020,true,,,,,,,,,,,,,46,,,,,,46,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2020,true,,,,,,,,,,,,,47,,,,,,47,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,SEAR,South-East Asia,Country,MDV,Maldives,Year,2020,true,,,,,,,,,,,,,47,,,,,,47,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2020,true,,,,,,,,,,,,,47,,,,,,47,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AMR,Americas,Country,BLZ,Belize,Year,2020,true,,,,,,,,,,,,,48,,,,,,48,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2020,true,,,,,,,,,,,,,48,,,,,,48,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,GIN,Guinea,Year,2020,true,,,,,,,,,,,,,48,,,,,,48,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2020,true,,,,,,,,,,,,,48,,,,,,48,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,GHA,Ghana,Year,2020,true,,,,,,,,,,,,,49,,,,,,49,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2020,true,,,,,,,,,,,,,49,,,,,,49,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2020,true,,,,,,,,,,,,,49,,,,,,49,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,SLE,Sierra Leone,Year,2020,true,,,,,,,,,,,,,49,,,,,,49,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2020,true,,,,,,,,,,,,,49,,,,,,49,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2020,true,,,,,,,,,,,,,49,,,,,,49,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,CMR,Cameroon,Year,2020,true,,,,,,,,,,,,,50,,,,,,50,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,MLI,Mali,Year,2020,true,,,,,,,,,,,,,50,,,,,,50,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,EUR,Europe,Country,POL,Poland,Year,2020,true,,,,,,,,,,,,,50,,,,,,50,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,true,,,,,,,,,,,,,51,,,,,,51,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2020,true,,,,,,,,,,,,,51,,,,,,51,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2020,true,,,,,,,,,,,,,51,,,,,,51,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,CPV,Cabo Verde,Year,2020,true,,,,,,,,,,,,,52,,,,,,52,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2020,true,,,,,,,,,,,,,52,,,,,,52,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2020,true,,,,,,,,,,,,,52,,,,,,52,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2020,true,,,,,,,,,,,,,52,,,,,,52,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2020,true,,,,,,,,,,,,,52,,,,,,52,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,BDI,Burundi,Year,2020,true,,,,,,,,,,,,,53,,,,,,53,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2020,true,,,,,,,,,,,,,53,,,,,,53,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,LBR,Liberia,Year,2020,true,,,,,,,,,,,,,54,,,,,,54,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,NGA,Nigeria,Year,2020,true,,,,,,,,,,,,,54,,,,,,54,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,EUR,Europe,Country,MNE,Montenegro,Year,2020,true,,,,,,,,,,,,,55,,,,,,55,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,EUR,Europe,Country,UZB,Uzbekistan,Year,2020,true,,,,,,,,,,,,,55,,,,,,55,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2020,true,,,,,,,,,,,,,55,,,,,,55,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AMR,Americas,Country,BRB,Barbados,Year,2020,true,,,,,,,,,,,,,56,,,,,,56,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,SYC,Seychelles,Year,2020,true,,,,,,,,,,,,,56,,,,,,56,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,ERI,Eritrea,Year,2020,true,,,,,,,,,,,,,57,,,,,,57,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2020,true,,,,,,,,,,,,,58,,,,,,58,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AMR,Americas,Country,GTM,Guatemala,Year,2020,true,,,,,,,,,,,,,58,,,,,,58,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,ZMB,Zambia,Year,2020,true,,,,,,,,,,,,,58,,,,,,58,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,WPR,Western Pacific,Country,COK,Cook Islands,Year,2020,true,,,,,,,,,,,,,59,,,,,,59,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,EUR,Europe,Country,GEO,Georgia,Year,2020,true,,,,,,,,,,,,,59,,,,,,59,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2020,true,,,,,,,,,,,,,59,,,,,,59,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AMR,Americas,Country,PER,Peru,Year,2020,true,,,,,,,,,,,,,59,,,,,,59,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AMR,Americas,Country,SUR,Suriname,Year,2020,true,,,,,,,,,,,,,59,,,,,,59,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AMR,Americas,Country,DOM,Dominican Republic,Year,2020,true,,,,,,,,,,,,,60,,,,,,60,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,EUR,Europe,Country,GRC,Greece,Year,2020,true,,,,,,,,,,,,,60,,,,,,60,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AMR,Americas,Country,HND,Honduras,Year,2020,true,,,,,,,,,,,,,60,,,,,,60,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,EUR,Europe,Country,MLT,Malta,Year,2020,true,,,,,,,,,,,,,61,,,,,,61,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,NAM,Namibia,Year,2020,true,,,,,,,,,,,,,61,,,,,,61,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2020,true,,,,,,,,,,,,,62,,,,,,62,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,SEN,Senegal,Year,2020,true,,,,,,,,,,,,,62,,,,,,62,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2020,true,,,,,,,,,,,,,62,,,,,,62,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2020,true,,,,,,,,,,,,,63,,,,,,63,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AMR,Americas,Country,ARG,Argentina,Year,2020,true,,,,,,,,,,,,,64,,,,,,64,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,EUR,Europe,Country,IRL,Ireland,Year,2020,true,,,,,,,,,,,,,64,,,,,,64,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,MUS,Mauritius,Year,2020,true,,,,,,,,,,,,,64,,,,,,64,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,WPR,Western Pacific,Country,PLW,Palau,Year,2020,true,,,,,,,,,,,,,64,,,,,,64,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AFR,Africa,Country,AGO,Angola,Year,2020,true,,,,,,,,,,,,,65,,,,,,65,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AMR,Americas,Country,BHS,Bahamas,Year,2020,true,,,,,,,,,,,,,65,,,,,,65,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,AMR,Americas,Country,PRY,Paraguay,Year,2020,true,,,,,,,,,,,,,65,,,,,,65,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",text,WPR,Western Pacific,Country,TON,Tonga,Year,2020,true,,,,,,,,,,,,,65,,,,,,65,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021,EN,2022-05-19T21:00:00.000Z
