IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,NOR,Norway,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,1.39,,,,,,1.4,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,CHE,Switzerland,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,1.44,,,,,,1.4,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,BGR,Bulgaria,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,1.60,,,,,,1.6,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,11.10,,,,,,11.1,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,TUR,Türkiye,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,12.00,,,,,,12,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,AMR,Americas,Country,PRI,Puerto Rico,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,13.13,,,,,,13.1,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,RUS,Russian Federation,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,13.40,,,,,,13.4,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,AMR,Americas,Country,USA,United States of America,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,13.50,,,,,,13.5,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,MKD,North Macedonia,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,14.05,,,,,,14,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,AMR,Americas,Country,BES,"Bonaire, Saint Eustatius and Saba",Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,14.37,,,,,,14.4,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,19.71,,,,,,19.7,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,AFR,Africa,Country,MUS,Mauritius,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,19.92,,,,,,19.9,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,SWE,Sweden,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,1.97,,,,,,2,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,2.07,,,,,,2.1,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,AMR,Americas,Country,COL,Colombia,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,2.28,,,,,,2.3,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,2.66,,,,,,2.7,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,21.09,,,,,,21.1,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,GEO,Georgia,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,21.90,,,,,,21.9,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,AMR,Americas,Country,CRI,Costa Rica,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,26.30,,,,,,26.3,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,3.02,,,,,,3,,Estimate National statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,FIN,Finland,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,3.26,,,,,,3.3,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,30.04,,,,,,30,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,AMR,Americas,Country,PER,Peru,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,33.70,,,,,,33.7,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,UZB,Uzbekistan,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,36.12,,,,,,36.1,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,AZE,Azerbaijan,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,37.30,,,,,,37.3,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,BGR,Bulgaria,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,38.70,,,,,,38.7,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,AMR,Americas,Country,NIC,Nicaragua,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,4.84,,,,,,4.8,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,AFR,Africa,Country,SYC,Seychelles,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,46.00,,,,,,46,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,AMR,Americas,Country,COL,Colombia,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,47.17,,,,,,47.2,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,5.91,,,,,,5.9,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,6.00,,,,,,6,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,POL,Poland,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,6.00,,,,,,6,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,LTU,Lithuania,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,6.18,,,,,,6.2,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,WPR,Western Pacific,Country,AUS,Australia,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,6.80,,,,,,6.8,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,68.00,,,,,,68,,Bangladesh Sample Vital Registration System,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,HRV,Croatia,Year,2022,false,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,7.16,,,,,,7.2,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,CZE,Czechia,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,7.20,,,,,,7.2,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,AMR,Americas,Country,NIC,Nicaragua,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,79.37,,,,,,79.4,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,MNE,Montenegro,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,8.57,,,,,,8.6,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,LVA,Latvia,Year,2022,true,Sex,Female,SEX_FMLE,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,8.78,,,,,,8.8,,Registration National Statistics,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,AUT,Austria,Year,2021,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.03,,,,,,0,,Registration Eurostat,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,AZE,Azerbaijan,Year,2021,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.00,,,,,,0,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,BEL,Belgium,Year,2021,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.00,,,,,,0,,Registration Eurostat,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,AMR,Americas,Country,BMU,Bermuda,Year,2021,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.00,,,,,,0,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2021,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.00,,,,,,0,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,GLOBAL,Global,Country,HKG,"China, Hong Kong Special Administrative Region",Year,2021,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.01,,,,,,0,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,GLOBAL,Global,Country,MAC,"China, Macao Special Administrative Region",Year,2021,false,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.00,,,,,,0,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,HRV,Croatia,Year,2021,false,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.03,,,,,,0,,Registration Eurostat,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,CYP,Cyprus,Year,2021,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.00,,,,,,0,,Registration Eurostat,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,DNK,Denmark,Year,2021,false,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.01,,,,,,0,,Registration Eurostat,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,FRO,Faroe Islands,Year,2021,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.00,,,,,,0,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,FIN,Finland,Year,2021,false,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.01,,,,,,0,,Registration Eurostat,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,ISL,Iceland,Year,2021,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.00,,,,,,0,,Registration Eurostat,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,IRL,Ireland,Year,2021,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.01,,,,,,0,,Registration Eurostat,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,ISR,Israel,Year,2021,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.00,,,,,,0,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,ITA,Italy,Year,2021,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.01,,,,,,0,,Registration Eurostat,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,WPR,Western Pacific,Country,JPN,Japan,Year,2021,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.00,,,,,,0,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
MDG_0000000003,Adolescent birth rate (per 1000 women),text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2021,false,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_YEARS10-14,,,,,,,0.02,,,,,,0,,Registration National Statistics & WPP2022,EN,2024-03-26 00:00:00
